FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62fe,07-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62fd,07-02-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,4,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62fc,07-02-2020 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62fb,07-02-2020 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62fa,07-02-2020 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f9,07-02-2020 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f8,07-02-2020 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,4,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f7,07-02-2020 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,2,0,4,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f6,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f5,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f4,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f3,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f2,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f1,07-03-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62f0,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ef,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ee,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ed,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ec,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62eb,07-03-2020 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ea,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e9,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e8,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e7,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e6,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e5,07-04-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e4,07-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e3,07-04-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,4,0,5,1,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e2,07-04-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e1,07-04-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62e0,07-04-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62df,07-04-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62de,07-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62dd,07-05-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62dc,07-05-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62db,07-05-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62da,07-05-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d9,07-05-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d8,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d7,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d6,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d5,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d4,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d3,07-05-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d2,07-06-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d1,07-06-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62d0,07-06-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62cf,07-06-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ce,07-06-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62cd,07-06-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62cc,07-06-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62cb,07-06-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,2,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ca,07-06-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c9,07-06-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c8,07-06-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c7,07-06-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c6,07-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,6,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c5,07-07-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c4,07-07-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c3,07-07-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c2,07-07-2018 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,2,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c1,07-07-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62c0,07-07-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62bf,07-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,3,0,5,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62be,07-07-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62bd,07-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,13055,Marseille,2,0,5,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62bc,07-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,1,0,6,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62bb,07-07-2019 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,1,0,6,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ba,07-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b9,07-08-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b8,07-08-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b7,07-08-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b6,07-08-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b5,07-08-2018 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,6,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b4,07-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b3,07-08-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b2,07-08-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b1,07-08-2019 00:00:00,7,Médiocre,AtmoSud,commune,13055,Marseille,2,0,7,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62b0,07-08-2019 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,1,0,6,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62af,07-08-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,5,4,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ae,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ad,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,5,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ac,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62ab,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62aa,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,2,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a9,07-09-2018 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,1,0,5,3,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a8,07-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a7,07-09-2019 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,2,0,5,2,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a6,07-09-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a5,07-09-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a4,07-09-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a3,07-09-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a2,07-10-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a1,07-10-2018 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-62a0,07-10-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629f,07-10-2018 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,4,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629e,07-10-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,3,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629d,07-10-2018 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629c,07-10-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629b,07-10-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-629a,07-10-2019 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6299,07-10-2019 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6298,07-10-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6297,07-10-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6296,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6295,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6294,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6293,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6292,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6291,07-11-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6290,07-11-2019 00:00:00,3,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628f,07-11-2019 00:00:00,3,Bon,AtmoSud,commune,06088,Nice,1,0,2,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628e,07-11-2019 00:00:00,2,Très bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628d,07-11-2019 00:00:00,2,Très bon,AtmoSud,commune,13055,Marseille,2,0,2,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628c,07-11-2019 00:00:00,3,Bon,AtmoSud,commune,83137,Toulon,1,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628b,07-11-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,1,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-628a,07-12-2018 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6289,07-12-2018 00:00:00,5,Moyen,AtmoSud,commune,06088,Nice,3,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6288,07-12-2018 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6287,07-12-2018 00:00:00,3,Bon,AtmoSud,commune,13055,Marseille,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6286,07-12-2018 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6285,07-12-2018 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,3,0,3,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6284,07-12-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6283,07-12-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6282,07-12-2019 00:00:00,5,Moyen,AtmoSud,commune,13001,Aix-en-Provence,2,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6281,07-12-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,2,0,2,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6280,07-12-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627f,07-12-2019 00:00:00,5,Moyen,AtmoSud,commune,84007,Avignon,2,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627e,08-01-2019 00:00:00,5,Moyen,AtmoSud,commune,06029,Cannes-Grasse-Antibes,4,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627d,08-01-2019 00:00:00,6,Médiocre,AtmoSud,commune,06088,Nice,5,0,2,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627c,08-01-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627b,08-01-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-627a,08-01-2019 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6279,08-01-2019 00:00:00,3,Bon,AtmoSud,commune,84007,Avignon,2,0,3,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6278,08-01-2020 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6277,08-01-2020 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6276,08-01-2020 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6275,08-01-2020 00:00:00,5,Moyen,AtmoSud,commune,13055,Marseille,4,0,2,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6274,08-01-2020 00:00:00,6,Médiocre,AtmoSud,commune,83137,Toulon,2,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6273,08-01-2020 00:00:00,6,Médiocre,AtmoSud,commune,84007,Avignon,3,0,3,6,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6272,08-02-2019 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,3,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6271,08-02-2019 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,4,0,4,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6270,08-02-2019 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,4,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626f,08-02-2019 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,3,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626e,08-02-2019 00:00:00,5,Moyen,AtmoSud,commune,83137,Toulon,3,0,3,5,0,#F4B638
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626d,08-02-2019 00:00:00,4,Bon,AtmoSud,commune,84007,Avignon,2,0,3,4,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626c,08-02-2020 00:00:00,4,Bon,AtmoSud,commune,06029,Cannes-Grasse-Antibes,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626b,08-02-2020 00:00:00,4,Bon,AtmoSud,commune,06088,Nice,3,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-626a,08-02-2020 00:00:00,4,Bon,AtmoSud,commune,13001,Aix-en-Provence,1,0,4,3,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6269,08-02-2020 00:00:00,4,Bon,AtmoSud,commune,13055,Marseille,1,0,4,2,0,#8DA71E
ind_sudpaca_agglo.fid-59eb5302_1711eb9eb75_-6268,08-02-2020 00:00:00,4,Bon,AtmoSud,commune,83137,Toulon,1,0,4,3,0,#8DA71E
