FID,DATE_ECH,VALEUR,QUALIF,SOURCE,TYPE_ZONE,CODE_ZONE,LIB_ZONE,VAL_NO2,VAL_SO2,VAL_O3,VAL_PM10,VAL_PM25,COULEUR
269,2018-04-13 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,7,0,#FFAA00
270,2018-04-14 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,7,0,#FFAA00
271,2018-04-15 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,7,0,#FFAA00
272,2018-04-16 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,6,0,#FFAA00
273,2018-04-17 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,4,0,"#99E600	"
274,2018-04-18 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
275,2018-04-19 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
276,2018-04-20 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
277,2018-04-21 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,1,0,#00CCAA
278,2018-04-22 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
279,2019-01-19 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
280,2019-01-20 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
281,2019-01-21 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
282,2019-01-22 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
283,2019-01-23 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
284,2019-01-24 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
285,2019-01-27 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
286,2019-01-28 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
287,2019-01-29 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
288,2019-01-30 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
289,2019-01-01 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,0,0,#00CCAA
290,2019-01-02 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,0,0,#00CCAA
291,2019-01-03 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,0,0,#00CCAA
292,2019-01-04 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,0,0,#00CCAA
293,2019-01-05 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,0,0,#99E600
294,2019-01-06 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,0,0,#99E600
295,2019-01-07 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,0,0,#99E600
296,2019-01-08 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,0,0,#99E600
297,2019-01-09 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,0,0,#00CCAA
298,2019-01-10 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,0,0,#99E600
299,2019-01-11 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
300,2019-01-12 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
301,2019-01-13 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
302,2019-01-14 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
303,2019-01-15 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
304,2019-01-16 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
305,2019-01-17 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
306,2019-01-18 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,0,0,#99E600
307,2019-01-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
308,2019-01-26 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
309,2019-04-03 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
310,2019-04-04 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
311,2019-04-05 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
312,2019-04-06 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,0,0,#99E600
313,2019-04-07 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,0,0,#99E600
314,2019-07-01 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,0,0,#99E600
315,2019-07-02 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
316,2019-07-03 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
317,2019-07-04 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
318,2019-07-05 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
319,2019-07-06 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
320,2019-07-07 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
321,2019-07-08 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
322,2019-07-09 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
323,2019-07-10 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
324,2019-07-11 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
325,2019-07-12 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,0,0,#00CCAA
326,2019-09-29 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
327,2019-09-30 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
328,2019-10-01 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
329,2019-10-02 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
330,2019-10-03 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
331,2019-10-04 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
332,2019-10-06 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
333,2019-10-07 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
334,2019-10-08 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
335,2019-12-27 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
336,2019-12-28 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,9,0,#FF0000
337,2019-12-29 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
338,2019-12-30 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
339,2019-12-31 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
340,2020-01-01 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
341,2019-01-31 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
342,2019-02-08 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,3,0,#99E600
343,2019-02-09 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,4,0,"#99E600	"
344,2019-02-10 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
345,2019-02-11 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
346,2019-02-12 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
347,2019-02-13 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
348,2019-02-14 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
349,2019-02-15 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,9,0,#FF0000
350,2019-02-16 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
351,2019-02-17 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
352,2019-02-18 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
353,2019-02-19 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
354,2019-02-20 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,4,0,"#99E600	"
355,2019-02-21 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,4,0,"#99E600	"
356,2019-02-22 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,3,0,#99E600
357,2019-02-23 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
358,2019-02-24 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,3,0,#99E600
359,2019-02-25 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
360,2019-02-26 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
361,2019-02-27 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,9,0,#FF0000
362,2019-02-28 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,2,8,0,#FF0000
363,2019-03-01 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
364,2019-03-02 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
365,2019-03-03 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
366,2019-03-04 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
367,2019-03-05 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,9,0,#FF0000
368,2019-03-06 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,2,9,0,#FF0000
369,2019-03-07 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
370,2019-03-08 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
371,2019-03-09 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
372,2019-03-10 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
373,2019-03-11 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
374,2019-03-12 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
375,2019-03-13 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
376,2019-03-14 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
377,2018-04-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
378,2018-04-26 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
379,2018-04-27 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
380,2018-04-28 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
381,2018-04-29 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,4,0,"#99E600	"
382,2018-04-30 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,6,0,#FFAA00
383,2018-05-01 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,1,0,2,5,0,#FFFF00
384,2018-05-02 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,3,7,0,#FFAA00
385,2018-07-13 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
386,2018-07-14 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
387,2018-07-15 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
388,2018-07-16 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
389,2018-10-02 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
390,2018-11-12 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,1,0,#00CCAA
391,2018-11-13 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
392,2018-11-14 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,3,3,0,#99E600
393,2018-11-15 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,1,0,3,5,0,#FFFF00
394,2018-11-16 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
395,2018-11-17 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
396,2018-11-18 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
397,2018-11-19 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
398,2018-11-20 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
399,2018-11-21 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
400,2018-11-22 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
401,2018-11-23 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,3,0,#99E600
402,2018-11-24 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
403,2018-11-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,1,0,2,2,0,#00CCAA
404,2018-12-01 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,1,0,2,5,0,#FFFF00
405,2018-12-02 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,1,0,2,6,0,#FFAA00
406,2018-12-08 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,1,0,3,5,0,#FFFF00
407,2019-04-11 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
408,2019-04-12 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
409,2019-04-13 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
410,2019-04-14 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
411,2019-04-15 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
412,2019-04-16 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
413,2019-04-17 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
414,2019-04-18 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
415,2019-04-19 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
416,2019-04-20 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
417,2019-04-21 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
418,2019-04-22 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
419,2019-04-23 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
420,2019-04-24 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
421,2019-04-25 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
422,2019-04-26 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
423,2019-04-27 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
424,2019-07-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,1,0,#00CCAA
425,2019-07-26 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
426,2019-07-27 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,2,0,#99E600
427,2019-07-28 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
428,2019-07-30 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,1,0,#00CCAA
429,2019-07-31 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
430,2019-08-01 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
431,2019-08-09 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
432,2019-08-10 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
433,2019-08-11 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,2,0,#99E600
434,2019-08-12 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
435,2019-08-13 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
436,2019-10-22 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,3,0,#99E600
437,2019-10-23 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
438,2019-10-24 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,1,2,0,#00CCAA
439,2019-10-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,1,0,#00CCAA
440,2019-10-26 03:00:00,1,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,1,1,0,#00CCAA
441,2019-10-27 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
442,2019-10-28 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
443,2019-10-29 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#00CCAA
444,2020-01-29 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,2,9,0,#FF0000
445,2020-01-30 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
446,2020-02-02 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
447,2020-02-03 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
448,2020-02-04 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
449,2020-02-05 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
450,2020-02-06 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
451,2020-02-07 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,4,0,"#99E600	"
452,2020-02-08 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
453,2020-02-10 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
454,2020-02-12 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
455,2020-02-13 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,6,0,#FFAA00
456,2020-02-14 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
457,2020-02-15 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
458,2020-02-16 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
459,2020-02-17 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
460,2020-02-18 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
461,2020-02-19 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
462,2020-02-20 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,3,7,0,#FFAA00
463,2020-02-21 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
464,2020-02-22 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
465,2020-02-23 03:00:00,8,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,8,0,#FF0000
466,2020-02-24 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
467,2020-02-25 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,3,5,0,#FFFF00
468,2020-02-26 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,3,0,#99E600
469,2020-02-27 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,2,0,#99E600
470,2020-02-28 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,4,0,"#99E600	"
471,2020-02-29 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,2,5,0,#FFFF00
472,2020-03-01 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
473,2020-03-02 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,2,4,0,"#99E600	"
474,2020-03-03 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
475,2020-03-04 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
476,2020-03-05 03:00:00,6,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,6,0,#FFAA00
477,2020-03-06 03:00:00,7,Médiocre,Atmo Guyane,commune,97304,KOUROU,0,0,2,7,0,#FFAA00
478,2020-03-07 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,10,0,#800000
479,2020-03-08 03:00:00,9,Mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,3,9,0,#FF0000
480,2020-02-09 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,4,0,0,"#99E600	"
481,2020-02-11 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,3,0,0,#99E600
482,2019-09-19 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,4,0,"#99E600	"
483,2019-09-20 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,4,0,"#99E600	"
484,2019-09-21 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,2,0,#00CCAA
485,2019-09-22 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,3,0,#99E600
486,2019-09-23 03:00:00,3,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,3,0,#99E600
487,2019-09-24 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,2,0,#00CCAA
488,2019-09-25 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,2,0,#00CCAA
489,2019-11-20 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,2,0,#00CCAA
490,2019-11-21 03:00:00,2,Très bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,2,0,#00CCAA
491,2020-01-08 03:00:00,10,Très mauvais,Atmo Guyane,commune,97304,KOUROU,0,0,0,10,0,#800000
492,2020-01-09 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,0,5,0,#FFFF00
493,2020-01-12 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,4,0,"#99E600	"
494,2020-01-13 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,4,0,"#99E600	"
495,2020-01-14 03:00:00,4,Bon,Atmo Guyane,commune,97304,KOUROU,0,0,0,4,0,"#99E600	"
496,2020-01-15 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,0,5,0,#FFFF00
497,2020-01-16 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,0,5,0,#FFFF00
498,2020-03-09 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,0,0,0,#FFFF00
499,2020-03-10 03:00:00,5,Moyen,Atmo Guyane,commune,97304,KOUROU,0,0,0,0,0,#FFFF00
500,2019-10-18 03:00:00,0,NA,Atmo Guyane,commune,97304,KOUROU,0,0,2,2,0,#888888
501,2018-03-12 03:00:00,0,NA,Atmo Guyane,UU,97302,ILE DE CAYENNE,1,0,0,0,0,#888888
