date_ech;valeur;qualif;source;type_zone;code_zone;lib_zone;val_no2;val_so2;val_o3;val_pm10;val_pm25;couleur
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;0;0;0;0;0;#84bf75
2020-03-28T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;0;0;0;0;0;#f29400
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;0;0;0;0;0;#f29400
2020-03-27T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;79191;Niort;0;0;0;0;0;#f29400
2020-03-27T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;0;0;0;0;0;#f29400
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;0;0;0;0;0;#84bf75
2020-03-27T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;0;0;0;0;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;2;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;3;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;5;4;0;#f29400
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;3;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;3;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;1;0;4;4;0;#84bf75
2020-03-26T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;4;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;2;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;2;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;2;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;2;0;4;4;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;2;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;2;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;4;4;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;2;0;4;3;0;#84bf75
2020-03-25T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;2;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;4;2;0;#84bf75
2020-03-24T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;3;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;4;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;4;4;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;4;2;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;1;0;4;2;0;#84bf75
2020-03-24T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;2;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;0;0;#84bf75
2020-03-23T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;3;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;4;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;3;4;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;4;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;4;0;#84bf75
2020-03-23T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;3;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;2;0;4;3;0;#84bf75
2020-03-23T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;3;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;3;0;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;2;3;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;3;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;3;3;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;3;4;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;4;0;#84bf75
2020-03-22T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;5;0;#f29400
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;4;4;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;3;3;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;3;4;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;2;3;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;2;3;0;#84bf75
2020-03-22T00:00:00.000Z;2;Très bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;2;2;0;#84bf75
2020-03-22T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;1;0;4;4;0;#84bf75
2020-03-22T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;3;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;0;0;#84bf75
2020-03-21T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;3;5;0;#f29400
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;2;4;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;4;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;3;0;#84bf75
2020-03-21T00:00:00.000Z;6;Médiocre;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;2;6;0;#f29400
2020-03-21T00:00:00.000Z;6;Médiocre;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;3;6;0;#f29400
2020-03-21T00:00:00.000Z;6;Médiocre;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;3;6;0;#f29400
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;1;0;4;4;0;#84bf75
2020-03-21T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;4;0;#84bf75
2020-03-20T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;5;0;0;#f29400
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;5;3;0;#f29400
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;3;0;4;2;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;4;4;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;4;4;0;#84bf75
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;4;0;#84bf75
2020-03-20T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;5;3;0;#f29400
2020-03-20T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;2;0;4;3;0;#84bf75
2020-03-20T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;3;0;5;3;0;#f29400
2020-03-20T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;5;2;0;#f29400
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;2;0;4;0;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;2;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;2;0;4;4;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;2;0;4;4;0;#84bf75
2020-03-19T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;3;5;0;#f29400
2020-03-19T00:00:00.000Z;6;Médiocre;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;3;6;0;#f29400
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;2;3;4;0;#84bf75
2020-03-19T00:00:00.000Z;5;Moyen;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;3;5;0;#f29400
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;4;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;1;0;4;4;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;3;0;4;3;0;#84bf75
2020-03-19T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;1;0;4;0;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;2;0;4;4;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;4;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;2;0;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;3;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;2;0;4;4;0;#84bf75
2020-03-18T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;3;3;0;#84bf75
2020-03-18T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;1;0;3;2;0;#84bf75
2020-03-18T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;3;3;0;#84bf75
2020-03-18T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;3;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;4;4;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;2;0;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;1;0;4;3;0;#84bf75
2020-03-18T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;3;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;2;0;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;2;0;4;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;4;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;1;0;4;2;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;2;0;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;1;0;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;2;0;3;4;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64300;Lacq;1;1;3;1;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;64445;Pau;0;0;3;2;0;#84bf75
2020-03-17T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;79005;Airvault;1;1;3;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;79191;Niort;1;0;4;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;86194;Poitiers;2;0;4;3;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87085;Limoges;2;0;4;2;0;#84bf75
2020-03-17T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;87154;Saint-Junien;1;1;4;2;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;16015;Angoulême;2;0;3;3;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;17300;La Rochelle;1;0;3;2;0;#84bf75
2020-03-16T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;19031;Brive-la-Gaillarde;1;0;4;2;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;19272;Tulle;1;0;3;2;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;23096;Guéret;2;0;3;3;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;24322;Périgueux;1;0;3;2;0;#84bf75
2020-03-16T00:00:00.000Z;3;Bon;Atmo Nouvelle-Aquitaine;commune;33063;Bordeaux;1;0;3;2;0;#84bf75
2020-03-16T00:00:00.000Z;2;Très bon;Atmo Nouvelle-Aquitaine;commune;40088;Dax;2;0;0;2;0;#84bf75
2020-03-16T00:00:00.000Z;4;Bon;Atmo Nouvelle-Aquitaine;commune;64102;Bayonne;2;0;4;2;0;#84bf75
