X,Y,date_ech,valeur,source,qualif,couleur,lib_zone,x_wgs84,y_wgs84,the_geom,code_zone,type_zone,val_so2,val_no2,val_o3,val_pm10,val_pm25,id,ObjectId
3.51387,50.3619,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,3,2,0,35907,953
1.60995,50.73,2019-03-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,5,0,31608,954
3.0468,50.6309,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,3,3,0,34186,955
2.48414,49.2557,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,3,1,0,32893,956
2.64383,50.5299,2019-03-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,3,0,32031,957
2.76812,50.2893,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,3,3,0,31177,958
3.07828,50.38,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,3,2,0,33324,959
1.86846,50.952,2019-03-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,3,5,0,32462,960
2.26493,50.7674,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,3,3,0,35048,961
3.27898,49.8475,2019-03-15T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,3,2,0,35476,962
2.26493,50.7674,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,4,2,0,35049,963
2.64383,50.5299,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32032,964
2.76812,50.2893,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,1,0,31178,965
3.51387,50.3619,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,1,0,35908,966
2.48414,49.2557,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,1,0,32894,967
1.86846,50.952,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,3,0,32463,968
1.60995,50.73,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,4,0,31609,969
3.07828,50.38,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,1,0,33325,970
3.27898,49.8475,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,1,0,35477,971
3.0468,50.6309,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,2,0,34187,972
2.37084,51.0292,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,3,0,33756,973
3.96129,50.2834,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,1,0,34618,974
2.28449,49.8988,2019-03-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,1,0,30747,975
1.60995,50.73,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,31610,976
2.64383,50.5299,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32033,977
2.26493,50.7674,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,4,2,0,35050,978
2.37084,51.0292,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,33757,979
2.76812,50.2893,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,2,0,31179,980
3.51387,50.3619,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,35909,981
3.0468,50.6309,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,2,0,34188,982
3.96129,50.2834,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,34619,983
3.27898,49.8475,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,2,0,35478,984
2.48414,49.2557,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,1,0,32895,985
3.07828,50.38,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,2,0,33326,986
1.86846,50.952,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,3,0,32464,987
2.28449,49.8988,2019-03-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,2,0,30748,988
3.07828,50.38,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,3,3,3,0,33327,989
3.96129,50.2834,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,3,3,0,34620,990
3.27898,49.8475,2019-03-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,2,0,35479,991
2.28449,49.8988,2019-03-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,4,3,0,30749,992
2.64383,50.5299,2019-03-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,4,3,0,32034,993
2.76812,50.2893,2019-03-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,4,3,0,31180,994
2.26493,50.7674,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,3,3,0,35051,995
3.0468,50.6309,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,3,3,3,0,34189,996
2.37084,51.0292,2019-03-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,3,4,0,33758,997
1.60995,50.73,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,2,0,31611,998
1.86846,50.952,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,3,3,0,32465,999
2.48414,49.2557,2019-03-18T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,3,3,3,0,32896,1000
2.48414,49.2557,2020-01-21T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,3,2,5,0,33205,5001
1.60995,50.73,2020-01-21T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,2,4,0,31912,5002
3.07828,50.38,2020-01-21T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,3,1,4,0,33636,5003
2.37084,51.0292,2020-01-21T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,3,1,5,0,34067,5004
3.0468,50.6309,2020-01-21T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,3,1,5,0,34498,5005
1.86846,50.952,2020-01-21T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,2,5,0,32774,5006
3.51387,50.3619,2020-01-21T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,3,1,4,0,36219,5007
2.26493,50.7674,2020-01-21T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,1,4,0,35360,5008
2.76812,50.2893,2020-01-21T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,3,1,4,0,31489,5009
2.64383,50.5299,2020-01-21T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,1,5,0,32343,5010
3.27898,49.8475,2020-01-22T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,0,2,4,0,35789,5011
3.51387,50.3619,2020-01-22T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,3,1,4,0,36220,5012
2.76812,50.2893,2020-01-22T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,3,2,4,0,31490,5013
2.26493,50.7674,2020-01-22T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,1,6,0,35361,5014
2.64383,50.5299,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,1,5,0,32344,5015
3.0468,50.6309,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,1,5,0,34499,5016
3.07828,50.38,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,1,5,0,33637,5017
3.96129,50.2834,2020-01-22T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,1,0,0,34930,5018
2.37084,51.0292,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,3,1,5,0,34068,5019
1.86846,50.952,2020-01-22T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,2,6,0,32775,5020
2.28449,49.8988,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,1,5,0,31059,5021
2.48414,49.2557,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,1,5,0,33206,5022
1.60995,50.73,2020-01-22T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,2,5,0,31913,5023
3.51387,50.3619,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,3,2,4,0,36221,5024
2.37084,51.0292,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,3,2,4,0,34069,5025
2.64383,50.5299,2020-01-23T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,1,5,0,32345,5026
3.96129,50.2834,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,2,4,0,34931,5027
2.26493,50.7674,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,2,4,0,35362,5028
1.86846,50.952,2020-01-23T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,2,5,0,32776,5029
1.60995,50.73,2020-01-23T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,3,3,0,31914,5030
2.76812,50.2893,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,2,4,0,31491,5031
3.0468,50.6309,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,1,4,0,34500,5032
3.07828,50.38,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,2,4,0,33638,5033
2.48414,49.2557,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,2,4,0,33207,5034
2.28449,49.8988,2020-01-23T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,2,4,0,31060,5035
3.27898,49.8475,2020-01-23T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,2,3,0,35790,5036
3.96129,50.2834,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,5,0,34932,5037
2.37084,51.0292,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,1,5,0,34070,5038
2.28449,49.8988,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,1,5,0,31061,5039
2.64383,50.5299,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,1,5,0,32346,5040
1.60995,50.73,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,1,5,0,31915,5041
3.07828,50.38,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,2,5,0,33639,5042
3.27898,49.8475,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,2,5,0,35791,5043
3.0468,50.6309,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,1,5,0,34501,5044
3.51387,50.3619,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,5,0,36222,5045
2.76812,50.2893,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,2,5,0,31492,5046
1.86846,50.952,2020-01-24T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,2,1,6,0,32777,5047
2.26493,50.7674,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,1,5,0,35363,5048
2.48414,49.2557,2020-01-24T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,1,5,0,33208,5049
2.76812,50.2893,2020-01-25T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,2,3,0,31493,5050
3.51387,50.3619,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,3,2,4,0,36223,5051
2.26493,50.7674,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,1,4,0,35364,5052
2.64383,50.5299,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,1,4,0,32347,5053
2.37084,51.0292,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,2,4,0,34071,5054
2.48414,49.2557,2020-01-25T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,1,5,0,33209,5055
3.07828,50.38,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,1,4,0,33640,5056
1.60995,50.73,2020-01-25T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,2,3,0,31916,5057
3.27898,49.8475,2020-01-25T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,1,5,0,35792,5058
3.96129,50.2834,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,2,4,0,34933,5059
2.28449,49.8988,2020-01-25T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,1,3,0,31062,5060
3.0468,50.6309,2020-01-25T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,1,5,0,34502,5061
1.86846,50.952,2020-01-25T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,2,4,0,32778,5062
2.76812,50.2893,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,2,4,0,31494,5063
3.07828,50.38,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,2,4,0,33641,5064
3.51387,50.3619,2020-01-26T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,2,5,0,36224,5065
1.60995,50.73,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,3,4,0,31917,5066
1.86846,50.952,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,3,4,0,32779,5067
2.64383,50.5299,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,2,4,0,32348,5068
3.96129,50.2834,2020-01-26T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,5,0,34934,5069
3.27898,49.8475,2020-01-26T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,0,2,5,0,35793,5070
3.0468,50.6309,2020-01-26T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,2,5,0,34503,5071
2.26493,50.7674,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,2,4,0,35365,5072
2.48414,49.2557,2020-01-26T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,2,5,0,33210,5073
2.28449,49.8988,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,3,4,0,31063,5074
2.37084,51.0292,2020-01-26T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,2,4,0,34072,5075
1.86846,50.952,2020-01-27T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,1,1,4,2,0,32780,5076
3.96129,50.2834,2020-01-27T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,3,2,0,34935,5077
3.07828,50.38,2020-01-27T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,3,2,0,33642,5078
3.27898,49.8475,2020-01-27T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,0,3,2,0,35794,5079
2.26493,50.7674,2020-01-27T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,0,3,1,0,35366,5080
