X,Y,date_ech,valeur,source,qualif,couleur,lib_zone,x_wgs84,y_wgs84,the_geom,code_zone,type_zone,val_so2,val_no2,val_o3,val_pm10,val_pm25,id,ObjectId
2.37084,51.0292,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,33810,1668
3.96129,50.2834,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,34672,1669
2.64383,50.5299,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32086,1670
3.0468,50.6309,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,2,0,34241,1671
2.28449,49.8988,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,4,2,0,30801,1672
3.27898,49.8475,2019-05-09T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,3,2,0,35531,1673
2.26493,50.7674,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,4,3,0,35103,1674
3.07828,50.38,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,2,0,33379,1675
2.48414,49.2557,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,2,0,32948,1676
2.76812,50.2893,2019-05-09T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,2,0,31232,1677
3.51387,50.3619,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,35963,1678
1.60995,50.73,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,2,0,31664,1679
3.07828,50.38,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33380,1680
1.86846,50.952,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,2,0,32518,1681
3.96129,50.2834,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,34673,1682
3.27898,49.8475,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,2,0,35532,1683
2.28449,49.8988,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,2,0,30802,1684
2.26493,50.7674,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,2,0,35104,1685
2.37084,51.0292,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,4,3,0,33811,1686
2.76812,50.2893,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,31233,1687
2.64383,50.5299,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32087,1688
2.48414,49.2557,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32949,1689
3.0468,50.6309,2019-05-10T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,3,0,34242,1690
2.76812,50.2893,2019-05-11T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,5,4,0,31234,1691
3.0468,50.6309,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,4,0,34243,1692
3.51387,50.3619,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,3,0,35964,1693
1.86846,50.952,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,3,0,32519,1694
2.26493,50.7674,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,4,0,35105,1695
2.28449,49.8988,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,30803,1696
3.07828,50.38,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,4,0,33381,1697
2.48414,49.2557,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,32950,1698
1.60995,50.73,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,31665,1699
3.27898,49.8475,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,3,0,35533,1700
2.64383,50.5299,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,3,0,32088,1701
3.96129,50.2834,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,34674,1702
2.37084,51.0292,2019-05-11T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,3,0,33812,1703
1.60995,50.73,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,1,0,31666,1704
2.26493,50.7674,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,2,0,35106,1705
3.96129,50.2834,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,2,0,34675,1706
2.76812,50.2893,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,2,0,31235,1707
2.28449,49.8988,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,2,0,30804,1708
3.27898,49.8475,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,4,2,0,35534,1709
2.37084,51.0292,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,2,0,33813,1710
1.86846,50.952,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,2,0,32520,1711
3.0468,50.6309,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,2,0,34244,1712
3.07828,50.38,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,2,0,33382,1713
2.48414,49.2557,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,32951,1714
3.51387,50.3619,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,35965,1715
2.64383,50.5299,2019-05-12T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32089,1716
3.51387,50.3619,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,2,0,35966,1717
1.60995,50.73,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,2,0,31667,1718
2.48414,49.2557,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,1,4,2,0,32952,1719
3.07828,50.38,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33383,1720
3.0468,50.6309,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,3,0,34245,1721
1.86846,50.952,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,3,0,32521,1722
3.96129,50.2834,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,0,0,34676,1723
2.26493,50.7674,2019-05-13T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,3,0,35107,1724
2.64383,50.5299,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,2,0,32090,1725
2.37084,51.0292,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,3,0,33814,1726
2.28449,49.8988,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,30805,1727
3.27898,49.8475,2019-05-13T00:00:00.000Z,3,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,3,0,0,35535,1728
2.76812,50.2893,2019-05-13T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,31236,1729
2.26493,50.7674,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,4,0,35108,1730
2.76812,50.2893,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,3,0,31237,1731
2.64383,50.5299,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,3,0,32091,1732
2.37084,51.0292,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,3,0,33815,1733
3.07828,50.38,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,3,0,33384,1734
3.51387,50.3619,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,3,0,35967,1735
3.0468,50.6309,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,1,4,4,0,34246,1736
3.27898,49.8475,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,0,0,35536,1737
2.28449,49.8988,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,3,0,30806,1738
1.86846,50.952,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,4,3,0,32522,1739
2.48414,49.2557,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32953,1740
1.60995,50.73,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,3,0,31668,1741
3.96129,50.2834,2019-05-14T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,34677,1742
3.27898,49.8475,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,4,0,0,35537,1743
2.76812,50.2893,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,5,4,0,31238,1744
2.28449,49.8988,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,4,0,30807,1745
3.0468,50.6309,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,4,0,34247,1746
3.07828,50.38,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,5,4,0,33385,1747
3.51387,50.3619,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,4,4,0,35968,1748
2.48414,49.2557,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,3,5,3,0,32954,1749
2.64383,50.5299,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,5,4,0,32092,1750
3.96129,50.2834,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,4,3,0,34678,1751
2.26493,50.7674,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,4,4,0,35109,1752
1.86846,50.952,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,4,4,0,32523,1753
1.60995,50.73,2019-05-15T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,5,4,0,31669,1754
2.37084,51.0292,2019-05-15T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,4,4,0,33816,1755
2.76812,50.2893,2019-05-16T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,5,4,0,31239,1756
1.86846,50.952,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,4,4,0,32524,1757
3.0468,50.6309,2019-05-16T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,5,4,0,34248,1758
2.28449,49.8988,2019-05-16T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,5,3,0,30808,1759
3.07828,50.38,2019-05-16T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,5,4,0,33386,1760
3.27898,49.8475,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,2,0,0,0,35538,1761
2.64383,50.5299,2019-05-16T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,2,5,4,0,32093,1762
2.48414,49.2557,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32955,1763
3.51387,50.3619,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,4,3,0,35969,1764
2.37084,51.0292,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,4,4,0,33817,1765
3.96129,50.2834,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,2,4,3,0,34679,1766
1.60995,50.73,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,4,4,0,31670,1767
2.26493,50.7674,2019-05-16T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,2,4,4,0,35110,1768
3.27898,49.8475,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,0,5,0,35539,1769
1.60995,50.73,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,1,3,5,0,31671,1770
2.26493,50.7674,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,2,5,0,35111,1771
2.37084,51.0292,2019-05-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,1,3,4,0,33818,1772
1.86846,50.952,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,1,3,5,0,32525,1773
2.28449,49.8988,2019-05-17T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,2,4,6,0,30809,1774
3.07828,50.38,2019-05-17T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,2,3,6,0,33387,1775
2.48414,49.2557,2019-05-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,4,0,32956,1776
3.96129,50.2834,2019-05-17T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,2,4,0,34680,1777
2.64383,50.5299,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,3,5,0,32094,1778
3.51387,50.3619,2019-05-17T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,2,3,6,0,35970,1779
3.0468,50.6309,2019-05-17T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,3,5,0,34249,1780
2.76812,50.2893,2019-05-17T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,2,3,6,0,31240,1781
2.64383,50.5299,2019-05-18T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Béthune,2.64383,50.5299,01010000206A080000000000002597244100000000F0E25A41,62119,commune,0,1,4,5,0,32095,1782
3.27898,49.8475,2019-05-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Saint-Quentin,3.27898,49.8475,01010000206A08000000000000A0F92541000000A0B4985A41,02691,commune,0,1,0,3,0,35540,1783
2.37084,51.0292,2019-05-18T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Dunkerque,2.37084,51.0292,01010000206A08000000000000280324410000002065195B41,59183,commune,1,2,3,6,0,33819,1784
3.0468,50.6309,2019-05-18T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Lille,3.0468,50.6309,01010000206A08000000000000AA76254100000040DFED5A41,59350,commune,0,2,4,6,0,34250,1785
2.48414,49.2557,2019-05-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Creil,2.48414,49.2557,01010000206A080000000000004F372441000000007B585A41,60175,commune,0,2,4,3,0,32957,1786
2.26493,50.7674,2019-05-18T00:00:00.000Z,7,Atmo HDF,Médiocre,#FFAA00,Saint-Omer,2.26493,50.7674,01010000206A08000000000000DCC6234100000020F6FC5A41,62765,commune,0,1,3,7,0,35112,1787
3.07828,50.38,2019-05-18T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Douai-Lens,3.07828,50.38,01010000206A080000000000604F882541000000E093D25A41,59178,commune,0,1,4,6,0,33388,1788
1.86846,50.952,2019-05-18T00:00:00.000Z,7,Atmo HDF,Médiocre,#FFAA00,Calais,1.86846,50.952,01010000206A0800000000000041EE22410000004060115B41,62193,commune,0,2,2,7,0,32526,1789
3.96129,50.2834,2019-05-18T00:00:00.000Z,4,Atmo HDF,Bon,#99E600,Maubeuge,3.96129,50.2834,01010000206A08000000000000AE742741000000807AC85A41,59392,commune,0,1,4,3,0,34681,1790
2.76812,50.2893,2019-05-18T00:00:00.000Z,6,Atmo HDF,Médiocre,#FFAA00,Arras,2.76812,50.2893,01010000206A080000000000007DDB2441000000E0BAC85A41,62041,commune,0,1,4,6,0,31241,1791
2.28449,49.8988,2019-05-18T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,5,0,30810,1792
3.51387,50.3619,2019-05-18T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Valenciennes,3.51387,50.3619,01010000206A08000000000000CC7A2641000000A0B8D05A41,59606,commune,0,1,4,5,0,35971,1793
1.60995,50.73,2019-05-18T00:00:00.000Z,7,Atmo HDF,Médiocre,#FFAA00,Boulogne-sur-Mer,1.60995,50.73,01010000206A08000000000000A55C22410000004081F95A41,62160,commune,0,2,3,7,0,31672,1794
2.28449,49.8988,2019-05-19T00:00:00.000Z,5,Atmo HDF,Moyen,#FFFF00,Amiens,2.28449,49.8988,01010000206A08000000000000CFCA2341000000A0799E5A41,80021,commune,0,1,4,5,0,30811,1795
