X,Y,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur,OBJECTID
6.404331024115779,45.668298627720873,2019-02-16T00:00:00.000Z,3,Bon,ATMO AURA,EPCI,73011,ALBERTVILLE,3,0,3,3,0,#99E600,1072
6.579641082262796,46.063195625900555,2019-02-16T00:00:00.000Z,6,Médiocre,ATMO AURA,EPCI,74081,CLUSES,3,0,3,6,0,#FED201,1073
5.245592261099483,46.205012156164457,2019-02-16T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,01053,BOURG-EN-BRESSE,3,0,4,3,0,#C3F001,1074
5.021377575727962,46.12383025563495,2019-02-16T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,01328,ROMAN-SUR-ISERE,3,0,4,5,0,#FFFF00,1075
3.326661998942255,46.562705870020181,2019-02-16T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,03190,MOULINS-SUR-ALLIER,3,0,4,5,0,#FFFF00,1076
3.424423178685842,46.129939570407743,2019-02-16T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03310,VICHY,3,0,4,3,0,#C3F001,1077
2.441553703695691,44.924465587463928,2019-02-16T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,15014,AURILLAC,3,0,4,2,0,#C3F001,1078
2.603707933572202,46.339026665599768,2019-02-16T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03185,MONTLUCON,3,0,4,3,0,#C3F001,1079
3.895603471707847,45.027786344166515,2019-02-16T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,43157,LE PUY-EN-VELAY,3,0,4,3,0,#C3F001,1080
3.132593686753789,45.894350072768425,2019-02-16T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,63300,RIOM,3,0,3,5,0,#FFFF00,1081
4.836352717149829,45.75491104549193,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,69123,LYON,3,0,4,4,0,#C3F001,1082
5.721223531946949,45.182204051895582,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38185,GRENOBLE,3,1,4,4,0,#C3F001,1083
4.378770164543433,45.430241460488233,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,42218,SAINT-ETIENNE,3,0,4,2,0,#C3F001,1084
5.908828321553564,45.583608373563358,2019-02-17T00:00:00.000Z,3,Bon,ATMO AURA,EPCI,73065,CHAMBERY,2,0,3,3,0,#99E600,1085
6.118078687166492,45.90162885267798,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,74010,ANNECY,3,0,3,4,0,#C3F001,1086
6.24348079886706,46.191081896603691,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,74012,ANNEMASSE,3,0,3,4,0,#C3F001,1087
4.913633947359044,44.922557894514313,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,26362,VALENCE,1,0,4,4,0,#C3F001,1088
3.115402119528298,45.785910860322574,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,63113,CLERMONT-FERRAND,0,0,0,4,0,#C3F001,1089
5.273890123731241,45.60244173974592,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38053,BOUGOIN JALLIEU,2,0,4,4,0,#C3F001,1090
4.880867683209186,45.520826183303178,2019-02-17T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38544,VIENNE,3,0,4,4,0,#C3F001,1091
