source,lib_zone,code_zone,type_zone,x,y,longitude,latitude,date_ech,valeur,qualif,libelle,val_no2,val_so2,val_pm10,val_o3,val_pm25,couleur,ObjectId
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-22T00:00:00.000Z,6,Médiocre,Atmo,1,1,3,6,0,#FED201,112
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-23T00:00:00.000Z,4,Bon,Atmo,2,1,4,4,0,#C3F001,113
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-24T00:00:00.000Z,5,Moyen,Atmo,1,1,4,5,0,#FFFF00,114
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-25T00:00:00.000Z,4,Bon,Atmo,1,1,1,4,0,#C3F001,115
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-26T00:00:00.000Z,4,Bon,Atmo,2,1,2,4,0,#C3F001,116
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-27T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,117
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-28T00:00:00.000Z,3,Bon,Atmo,1,1,2,3,0,#99E600,118
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-29T00:00:00.000Z,4,Bon,Atmo,2,1,2,4,0,#C3F001,119
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-04-30T00:00:00.000Z,6,Médiocre,Atmo,2,1,6,4,0,#FED201,120
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-01T00:00:00.000Z,5,Moyen,Atmo,1,1,5,5,0,#FFFF00,121
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-02T00:00:00.000Z,6,Médiocre,Atmo,2,1,6,5,0,#FED201,122
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-03T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,123
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-04T00:00:00.000Z,3,Bon,Atmo,1,1,2,3,0,#99E600,124
Atmo Grand Est,Châlons-en-Champagne,51108,commune,800931,6874708,4.37849634314646,48.9643928068108,2019-05-05T00:00:00.000Z,4,Bon,Atmo,1,1,2,4,0,#C3F001,125
