X,Y,FID,valeur,source,couleur,type_zone,code_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,lib_zone,date_ech,qualif
9.19005181165471,42.236058490437244,890580,5,Qualitair Corse,#F0E641,EPCI,2B096,5,1,1,5,0,ZR CORSE,2019-04-28T12:00:00.000Z,Moyen
8.738734428676192,41.936707783964778,890581,4,Qualitair Corse,#50CCAA,EPCI,2A004,4,1,1,4,0,ZAR AJACCIO,2019-04-27T12:00:00.000Z,Bon
9.447420439253605,42.699324960742608,890582,4,Qualitair Corse,#50CCAA,EPCI,2B033,1,1,3,4,0,ZAR BASTIA,2019-04-27T12:00:00.000Z,Bon
9.19005181165471,42.236058490437244,890583,4,Qualitair Corse,#50CCAA,EPCI,2B096,3,2,2,4,0,ZR CORSE,2019-04-27T12:00:00.000Z,Bon
8.738734428676192,41.936707783964778,890584,5,Qualitair Corse,#F0E641,EPCI,2A004,5,4,5,5,0,ZAR AJACCIO,2019-04-26T12:00:00.000Z,Moyen
9.447420439253605,42.699324960742608,890585,6,Qualitair Corse,#FF5050,EPCI,2B033,1,1,3,6,0,ZAR BASTIA,2019-04-26T12:00:00.000Z,Médiocre
9.19005181165471,42.236058490437244,890586,4,Qualitair Corse,#50CCAA,EPCI,2B096,1,1,2,4,0,ZR CORSE,2019-04-26T12:00:00.000Z,Bon
8.738734428676192,41.936707783964778,890587,6,Qualitair Corse,#FF5050,EPCI,2A004,3,4,3,6,0,ZAR AJACCIO,2019-04-25T12:00:00.000Z,Médiocre
9.447420439253605,42.699324960742608,890588,8,Qualitair Corse,#960032,EPCI,2B033,2,6,5,8,0,ZAR BASTIA,2019-04-25T12:00:00.000Z,Mauvais
9.19005181165471,42.236058490437244,890589,6,Qualitair Corse,#FF5050,EPCI,2B096,5,3,1,6,0,ZR CORSE,2019-04-25T12:00:00.000Z,Médiocre
8.738734428676192,41.936707783964778,890590,4,Qualitair Corse,#50CCAA,EPCI,2A004,3,1,4,4,0,ZAR AJACCIO,2019-04-24T12:00:00.000Z,Bon
9.447420439253605,42.699324960742608,890591,5,Qualitair Corse,#F0E641,EPCI,2B033,5,2,3,5,0,ZAR BASTIA,2019-04-24T12:00:00.000Z,Moyen
9.19005181165471,42.236058490437244,890592,4,Qualitair Corse,#50CCAA,EPCI,2B096,2,3,4,4,0,ZR CORSE,2019-04-24T12:00:00.000Z,Bon
8.738734428676192,41.936707783964778,890593,5,Qualitair Corse,#F0E641,EPCI,2A004,3,1,1,5,0,ZAR AJACCIO,2019-04-23T12:00:00.000Z,Moyen
